party_id,document_text,document_lemmatized
EL,""," mai villadse om mette frederiks lønmilliarde : stor sejr , at vi være komme så langt , men der skulle mange penge på bord , og det skulle gå hurtigere . socialdemokrati have endeligt efter mange år pres fra enhedslist fremlinge en ambition om at gøre op med den historisk uretfærdig lønvilkår i den offentlig sektor . det være en stor sejr , og det give håb for at vi kunne løse krise i velfærd . enhedslist frygte , at lønløft gå for langsomt i socialdemokrati plan . enhedslist ville derfor gå ind i den komme forhandling med en krav om en hurtig og mere ambitiøs indsats mod ulige- og lavtløn . enhedslist ville afsætte 5 milliard til forhandling snarest muligt , som skulle løfte grundlønn målrettet lige- og lavtløn i velfærd . mai villadse , politisk ordfører for enhedslist , sige : det være en stor sejr , at vi endelig være nå så langt . efter at mette frederikse i årevis have sige nej , nej , nej og att nej , sige hun nu ja til at lægge penge på bord , så vi kunne begynde at løse velfærds- og ligelønskrise i Danmark . det give håb ! enhedslist komme til at kæmpe for at presse beløb op , og for at det komme på bord hurtigst muligt . velfærd lide lige nu . valg være lige blive endnu mere afgørende . hvis man ønske at redde velfærd og sikre en permanent løft af lønn i den altafgøre og livsvigtig velfærdsfag , så skulle man langt væk fra højrefløj . en stemme på enhedslist være en sikker stemme for ligeløn . det slås vi benhårdt for før , under og efter valg . det her haste ! vi stå midt i krise . vores velfærdsmedarbejder flygter allerede fra den offentlig sektor . i enhedslist være vi rigtig glad for , at Mette frederikse åbne dør for ligeløn . nu skulle vi sikre at beløb blive så stor , at vi faktisk kunne løse problem , og at det komme på bord hurtigst muligt . jeg ville gerne sige tak til den vedholdende pres fra sygeplejerske , jordemødre , pædagog , social- og sundhedsuddanne og mange , mange mange . sammen have vi formå at presse socialdemokrati . selvom vi ikke være komme langt nok , være det her en vigtig skridt på vej . det være vigtig , at penge gå til at løfte grundlønn , så vi vise vores vigtig velfærdsansatte , at der være en permanent , tryg fremtid med høj løn og god arbejdsforhold . tid være for længst løb fra lappeløsninger . læse hel enhedslist rekrutterings- og fastholdelsesudspil "
EL,""," enhedslist kæve fuld åbenhed om partistøtte . en ny regering skulle under regeringsforhandling forplige sig til at tage en opgør med den hemmelig pengestrømme i dansk politik . sådan lyde det nu fra enhedslist pelle dragsted . efter frihedsbrev afsløring af at mange lede politiker være klar til at omgå partistøtteregl for at skjule donation , rejse enhedslist nu en krav til en ny regering , der være afhængig af parti mandat . enhedslist kræve en markant opgør med den mangle åbenhed omkring partistøtte en gang for al . selv have enhedslist ni forslag til hvordan regl for partistøtte skulle stramme . det præsentere de i en samle udspil under titel ” slut med skjule penge i politik ” . pelle dragsted sige : vi skulle have en opgør med den skjule penge i dansk politik . det være helt fundamentalt for vores demokrati , at vi have åbenhed om den politisk pengestrømme . derfor have vælger også krav på at kunne få indsigt i hvilken økonomisk særinteresse , der stå bag parti , før de sætte deres kryds på valgdag . dansk politik have i årevis være martre af skandalesag om skjult partistøtte og omgåelse af regle . i dag have vi så en ny afsløring af adskillig parti . det være velkendt , at privat støtte spille en central rolle for parti valgkampagn . men der være i dag næsten ingen kontrol med den pengestrømme , som ende i parti kasse . det betyde konkre , at hverken befolkning eller medi kunne få indsigt i hvilken økonomisk interesse , som stå bag parti . det gå simpelthen ikke . vi skulle have regl stramme hurtigst muligt , og lukke de hulle der i den gælde regel . det her være en alvorlig sag for vi i enhedslist , og derfor komme vi til at tage det med i den forhandling med en ny regering , hvis de ville sidde på vores mandat . vi have råbe højt om det her i årevis , men det være svær at trænge igennem hos den anden parti . enhedslisten foreslå : størrelse på privat bidrag over beløbsgræns skulle offentliggøre . oplysningspligt for pengeklubber og indsamlingsforening . opgøre med selskabsfin . sænk beløbsgrænse for offentliggørelse af privat bidrag til 5.000 krone frist for regnskabsaflæggelse for politisk partiers fremrykke . offentligt register over partistøtte . høj straffe for brud på partistøtteregl . lovkrav om præcis beskrivelse af modtag af donation . stop for brug af embedsværk i forbindelse med møde i erhvervsklubb og lign. løbende kontrol og tilsyn med partistøtte . læse enhedslisten udspil : slut med skjule penge i politik , okt , 2022 "
EL,""," enhedslist ville hjælpe kriseramt hav med tre ny trawlfrie område . der skulle udlægge tre stor trawlfrie område i Kattegat , nordsøen og bælthav , så natur og fiskebestande i den dansk hav få fred til at rejse sig – og den skånsom fiskeri plads til at vokse . vores havnatur en enormt presse og mange fiskebestand være på rande af kollaps . alligevel kunne en intensiv og ødelægge fiskeri med bundslæbe redskab fortsætte i størstedel af vores dansk hav . enhedslist ønske at genoprette havnatur og fiskebestande ved at udlægge tre stor trawlfrie område i den dansk farvand . en i Kattegat , en i Nordsøen og en i forlængelse af den eksistere trawlfrie område i bælthav . “ vi ønske at give fisk , bunddyr og plant fred for stor tung bundtrawl , der igen og igen pløje gennem deres levested . bundslæbe redskab være en af den stor trusle mod havnatur og en hindring for , at fiskebestande kunne løfte sig , og vi kunne få vores torsk tilbage , ” lyde det fra enhedslist pede hvelplund . forskning have gang på gang påvise , at fiskeri med bundslæbe redskab have en negativ påvirkning af havbund og natur her . samtidig være der ved bundtrawlsfiskeri en stor bifangst af blandt anden lille torsk , der ikke overleve . det være derfor afgørende at få sætte gang i en omlægning af den dansk fiskeri til mere skånsom fiskeredskab . “ den trawlfrie område ville være med til at sætte Turbo på omlægning af fiskeri til mere skånsom redskab . vi skulle fiske på en måde , så vi ikke ødelægge havnatur og hel grundlag for , at der være fisk at fange i den dansk hav , ” sige enhedslist pede hvelplund om udspill . enhedslist udspil enhedslist ville kaste en redningskrans til havnatur enhedslist ville række havnatur i den dansk farvand en redningskrans ved at udlægge tre stor trawlfrie område i den dansk farvand . mange trawlfrie område ville give havnatur en tiltrængt pusterum fra den intensiv fiskeri med bundslæbe redskab og ville være en helt afgørende bidrag til at genoprette havnatur og fiskebestand i den dansk farvand . udlægning af den trawlfrie område ville samtidig være med til at sætte Turbo på omlægning af fiskeri til mere skånsom fiskeri . en omstilling af fiskeri der naturligvis skulle understøtte økonomisk . enhedslisten foreslå : at indføre en trawlfrit område i Kattegat , hvor torskebestande være særlig presse . at indføre en trawlfrit område langs hel den jysk vestkyst for at beskytte den kystnære biodiversitet mod bomtrawl og bundtrawl , herunder beskytte vigtig opvækst- og gydeområde for sild og en række anden fiskeart . en udvidelse af den trawlfrie område i bælthav mhp . at det skulle dække den vigtig gyde- og opvækstområde for torsk . at indføre en pulje til at finansiere genopretning af havnatur på 50 million kr om år over den komme 4 år til for_eksempel genopretning af stenrev , genetablering af ålegræsenge og reetablering af naturlig muslingebanke samt kortlægning af vigtig fiskehabitat . enhedslisten foreslå , at omstilling af fiskerium til skånsom fiskeri finansiere af den allerede afsætte middel fra den europæiskehav- , fiskeri og akvakultur fond ( ehfaf ) , hvor der være beslutte at øremærke 34,5 million krone i periode 2021-2027 til at fremme etkystnært bæredygtig fiskeri . "
EL,""," enhedslist med ny forslag om inflationshjælp : halvé billetprise i bus og tage . i den komme år skulle den ko den halv at tage tog , bus eller metro . sådan lyde en ny forslag fra enhedslist , der skulle komme inflationsramme dansker til hjælp . enhedslist være inspirere af Tyskland og Spanien , hvor man henove sommer med stor succes beslutte at sænke billetpris i den kollektive transpor markant . enhedslist ville finansiere halvering af billetpris ved at annullere en række planlægge motorvejsprojekt . forslag om halvering af billetpris komme oveni enhedslist forslag om en engangsskattelettelse på 10.000 krone til den to million dansker , der have den lav indkomst . mai villadse sige : mange menneske være lige nu ekstremt presse og måtte vende hver en krone . samtidig se vi nu frem til , at det blive endnu dyr at tage tog eller bus , når man skulle på arbejde . i Tyskland og Spanien have man have stor succes med at sænke billetpris og dermed give en økonomisk håndsrækning til al de , der bruge den kollektive transport . vi foreslå , at vi frem til 1. januar 2024 halver pris i hel vores kollektive transport . det ville betyde , at ikke mindst de , der pendle til og fra arbejde , ville få en tiltrængt håndsrækning og lidt meget luft i økonomi . det være der virkelig behov for lige nu . vi ville finde penge ved at droppe en række planlægge motorvejsprojekt . det ville både være godt for vores klima , og for at dæmpe inflation . det være grøn , solidarisk krisepolitik – og vi have i høj grad brug for begge del . forslag være i min øje lidt af en kinderæg . vi hjælpe trænge dansker økonomisk , samtidig med at vi styrke den kollektive transpore til gavn for vores grøn omstilling . hvis vi samtidig kunne lokke mange fra bil og over i den kollektive transport , kunne det også føre til lav brændstofprise , når efterspørgsle falde . vi have tidligere foreslå en skattelettelse til de med den lav indkomst . denne forslag hjælpe endnu bred – fordi al , der tage bus eller tage , få glæde af det . enhedslist ville samtidig kompensere region for den stige brændselsprise i den kollektive transport , så de kunne annullere en række planlægge nedlukninge af busruter . fakta : en række anden europæisk land have også sætte billetpris ned i den kollektive transport . Spanien : https://www.reuters.com/world/europe/spain-launches-free-rail-travel-passes-fight-inflation-2022-08-31/ tyskland : https://apnews.com/article/climate-germany-prices-7aac0f4341f7136fc54dca263e2f3aad læse hel udspill her : meget hjælp til dansker – halvér billetpris til tage , bus og metro "
EL,""," enhedslist ville have håndslag om 5 milliard til lønløft , før ny regering træde til . før Mette frederikse kunne tage en tur meget som statsminister , så skulle hun forplige sig på at tilføre middel til en lønløft til kvindedominere , velfærdsprofessionelle fag i den offentlig sektor . sådan lyde det fra enhedslist politisk ordfører mai villadse , der dermed trække spørgsmål om en lønløft til offentligt ansætte helt ind i kerne af den forhandling , der skulle finde sted , når en ny regering skulle træde til efter en valg . enhedslist ville som en del af forhandling om en ny forståelsespapir konkre kræve , at der afsætte fem milliard krone årligt til en lønløft , der skulle afhjælpe lavt- og ligelønsproblem i den offentlig sektor . det skulle samtidig være med til at løse den akutte rekrutterings- og fastholdelsesproblem i velfærdsfag . det være arbejdsmarked part , der skulle forhandle om fordeling af den fem milliard , men betingelserne for , at den ekstra lønmidle udløse være , at de anvende til at sikre fair og lige løn til offentligt ansætte velfærdsprofessionel og dermed også bidrage til at løse rekrutteringskrise i den pågældende fag . mai villadse , politisk ordfører for enhedslist , sige : en lønløft til offentligt ansætte velfærdsprofessionel være en helt afgørende krav for vi , hvis vi skulle lægge mandat til en ny socialdemokratisk lede regering . det handle om retfærdighed , og det handle om at rekruttere og fasthold dygtig velfærdsprofessionel – særligt i den kvindedominere fag . vi stå midt i en velfærdskrise . vores velfærd bløde ansætte , blandt_andet fordi lønn være for lav , og arbejdsforholdene for dårlig . vi mangle en skræmmende høj antal pædagog , social- og sundhedsuddanne , sygeplejerske . faktisk være der mangel på stor se al faggruppe blandt den kvindedominere fag i den offentlig . og udfordring blive kun stor . vi skulle handle nu for at fremtidssikre vores velfærd . i 2022 være det stadig lavtlønne at arbejde med barn , gammel og syg . det være det , fordi vi ikke værdsætte og værdisætte omsorgsarbejde efter det , det være . nemlig benhårdt , fagligt krævende arbejde og ikke mindst en forudsætning for vores samfund . fair og lige løn til den offentligt ansætte være ikke kun retfærdigt – det være også ansvarligt . enhedslist ville kræve , at en ny regering handle på den akutte rekrutterings- og fastholdelsesproblem i den offentlig sektor . problem kunne ikke bare løse gennem afbureaukratisering eller omstrukturering af arbejdsgang . der skulle sikre mange kollegaer og god arbejdsmiljø , og så skulle der investere i fair og lige løn til den velfærdsprofessionel , som udgøre selve fundamente for vores velfærd , hvis vi ville have , at de også i fremtid gide arbejde i den offentlig sektor . det ville enhedslist : regering skulle forpligtes til at sikre en nødvendig lønløft i den offentlig sektor for at afhjælpe ligeløns- og lavtlønsprobleme og bidrage til at løse rekrutterings- og fastholdelsesproblem , som betyde stor mangel på velfærdsprofessionelle . enhedslisten foreslå en ligelønspulje på 5 milliard krone , som kunne bidrage til at løse både ligeløns , lavtløns- og rekrutteringsprobleme i den offentlig sektor . penge skulle fordele af part i den offentlig overenskomstforhandlinge med den binding , at de skulle målrette fag ramme af ligelønsproblem og lavtlønsfag , der sakke bagud . enhedslistens samle plan være fuldt finansiere . udspillet kunne læse her : enhedslist rekrutteringsudspil "
EL,""," enhedslist kræve massive skattelettelse i bund til million af dansker : ” vi skulle omfordele fra inflationsbaron , til de der være særligt hårdt ramme af den stige pris ” . med en ny stor politisk udspil foreslå enhedslist akut at give en engangsskattelettelse til million af lavtlønne , pen­sioniste og anden dansker med lille indkomst , der lige nu være meget hårdt presse økonomisk . ” vi ville beskytte befolkning imod den stige pris ” , lyde det fra politisk ordfører mai villadse . stige pris i køledis . elregning på himmelflugt . lige nu plage den økonomisk utryghed . enhedslist mene , at det være en politisk opgave at hjælpe dansker så trygt som mulig igennem inflationskrise og sikker , at krise ikke ramme urimelig og skævt . enhedslisten foreslå konkre en ekstraordinær engangsskattelettelse på op til 10.000 krone i al i 2022 og 2023 til omkring to million særligt hårdt inflationsramme dansker – lavtlønne , pensionist , studerende og anden med lille indkomst . enhedslist ville også give en solid håndsrækning til børnefamili med en engangsskattelettelse ved at løfte den supplere grøn check med op til 3.000 krone per barn for børnefamili i 2023 . skattelettelse skulle betale ved at lægge en éngangsskat i 2022 på den overnormal profit hos den virksomhed , som lige nu spinde guld på inflation . provenue anslås til at være mindst 30 milliard krone en række europæisk lan­de have indføre eller planlægg at indføre beskatning af overnormal profitt . enhedslisten foreslå , at danmark lade sig inspirere af den konservativ britisk regering , der have lægge en éngangsskat på 25 procent på den del af energiselskab overskud , der ligge ud over den normal overskudsgrad . dog foreslå enhedslist en lidt mere beskeden beskatningsprocent på 15 procent af den overnormal profit . til gengæld skulle al milliardselskab med ekstraordinær profitt omfatte – også udenfor energi-branchen . det gælde fx frægge af vare . enhedslistens udspil være overfinansiere med over 5 milliard krone . læse hel enhedslisten udspil : sammen gennem inflation enhedslist politisk ordfører , mai villadse sige : inflation rive og flår i tryghede i samfund . lige nu give indkøbstur ondt i mave , og folkepensioni­s og anden med lav indkomst grue for den næste elregning . sådan burde det ikke være . i enhedslist ville vi beskytte befolkning imod den stige pris ved at bede den selskab , der spinde guld på inflation , om at betale en del af deres overnormal overskud i skat . det være kun fair . inflation og prisstigning være komme til vi ude­fra , og de ville fortsætte en rum tid . det kunne vi desværre ikke gøre meget ved herhjemme . men det være en politisk ansvar at omfordele inflatione byrde . vi ville beskatte de , der spinde guld på inflation og knaphed . den få stor selskab , som verdenssituation tilfældigvis have sætte i en ekstremt gunstig situation på rest af befolkning bekostning . så penge kunne gå til at lette skatt for million af lavtlønne , pensionist , anden med lille indkomst og helt almindelig børnefamili , der lige nu være presse meget hårdt økonomisk . vi skulle huske , at den penge , som vi betale mere på vores elregning eller nede i supermarked , ikke for­svinde ud i den blå luft . de forsvinde tværtimod ned i lomm på for_eksempel energi- og fragtselskab , der lige nu høste ekstreme og historisk overskud . alene fordi de i den nu­værend situation kunne skrue pris massivt op . det være en politisk ansvar at omfordele fra det , man kunne kalde inflationsbaron , og til de , der ramme særligt hårdt af inflation . en engangsskat på 30 milliard krone kunne nok lyde af meget . men omfange afspejle den enorm ekstraprofitt , som en række selskab lige nu indkassere . det være vigtig at huske , at selv med en skat på 15 procent af den overnormal profitt , som vi nu foreslå , få inflationsbaron faktisk lov at beholde 85 procent af deres meroverskud – udover deres normal overskud . de have ingen grund til at klage . enhedslist kræve nu , at regering indkalde til øjeblikkelig forhandling om en inflations-hjælpepakke betale af en skat på overnormal profit . enhedslist ville i den komme uge præsentere yderligere tiltag til at hjælpe inflationsramte borger og virksomhed . læse hel udspill : sammen gennem inflation "
EL,""," regering finanslov være alt for tynd og få vi ikke trygt gennem prisstigning . regering finanslovsforslag være en tynd omgang . den 2 milliard krone , som regering have afsætte til inflationshjælp , være slet ikke nok til at gøre en forskel , der kunne mærke for de , der være ramme hård af prisstigninger . enhedslist ville holde hånd under de , som have svært ved at få ende til at mødes . mai villadse , politisk ordfører for enhedslist , udtaler : allerede i dag have rigtig mange svært ved at betale deres regning på grund af den voldsom prisstigning . de kunne se frem mod en rigtig hård vinter , hvor det blive endnu svær at betale varmeregning . regering forslag til hjælp være helt utilstrækkelig , når vi se på den økonomisk problem , folk stå med i hverdag . for vi i enhedslist være det en hovedopgave , at hjælpe folk som have ondt i mave over , om de kunne få den hel til at løbe rundt midt i en eksplosiv inflation . imens regninge stige for almindelig menneske i hel Danmark , skovle mange stor virksomhed gigantoverskud i kasse . vi se eksempel på inflationsbaron , der simpelthen udnytte krise . det synes vi i enhedslist være bunduretfærdig . derfor foreslå vi , i tråd med mange økonom anbefaling , at akuthjælp mod prisstigninger blive finansiere ved en samfundsbidrag fra den virksomhed , som tjene fedt på inflation . jeg tro simpelthen ikke , at det være gå op for politiker på christiansborg , hvad den nuværende prisstigning betyde ude i stu . det være blive mange , mange tusinde krone dyr at købe ind , og helt almindelig famili elregning være også vokse voldsomt . det være en bund opgave at holde hånd under den økonomisk presse gruppe . det være dybt kritisabelt at der ikke være mange penge i regering finanslovsudspil til at løse tid stor problem . enhedslist hovedprioritet til finanslovsforhandling blive derfor at finde mange penge , så vi både kunne sikre mærkbar akuthjælp mod prisstigning og have middel nok til at styrke både velfærd og den grøn omstilling . den penge skulle findes hos den rig . det forslår som en skrædder i helvede , når regering kun ville pege på små 600 million til blandt anden gammel , sundhed og psykiatri . kontakt : enhedslist pressetjen : 33375080 "
EL,""," enhedslist i ny udspil : sådan når Danmark klimamåle uden usikre fremtidsteknologie . med en ny stor klimaudspil vise enhedslist nu en konkre vej til at nå 70 % målsætning – vel at mærke uden at basere sig på usikker teknologi . blandt_andet foreslå parti at halvere den animalsk produktion i Danmark frem mod 2030 . “ vi kunne ikke komme udenom , at den stor udleder også skulle bidrage mest ” , lyde det fra politisk ordfører mai villadse . enhedslist præsentere klimaudspille med titel “ vi vise en konkre vej til klimamål – uden usikker teknologi ” på parti sommergruppemøde . her foreslå parti , at halvere den animalsk produktion frem mod 2030 . “ det blive en central krav fra enhedslist efter valg ” , sige politisk ordfører mai villadse . samtidig ville enhedslist anullere klimarabatt til den stor udleder som Aalborg portland , stoppe for salg af ny fossilbil i 2025 og have en mål om klimaneutralit i 2040 . for enhedslist være den afgørende , at den grøn omstilling blive socialt retfærdig , og derfor afsætte parti i udspill også en pulje på 2,6 milliard til jobrotation . mai villadse , politisk ordfører , udtaler : klimaforandring være ikke længe blot nogen vi tale om . det være nogen vi se for øje af vi . i Europa rase skovbrande , mens flod tørre ud . mange sted i verden sende klimaforandring allerede hel samfund på flugt . derfor kunne vi ikke satse på , at usikre teknologisk løsning skulle få vi i mål – vi være nødt til at handle ansvarligt nu . hvis vi skulle nå i mål med den grøn omstilling , være vi nødt til at halvere den animalsk produktion i Danmark frem mod 2030 . hvis vi lade stå til , ville landbrugssektor stå for knap halvdel af danmark samle udledninge i 2030 – og langt den meget komme fra den animalsk produktion . vi skulle tage klimakrise alvorligt – og så kunne vi ikke komme udenom , at den stor udleder også skulle bidrage mest . det komme til at kræve politisk prioritering og politisk mod . det blive ikke let . men det være nødvendig , og det være mulig . det her blive en central krav for vi efter valg . vi skylde hinanden og den fremtidig generation at vise en konkret og sikker vej til at holde den klimaløft , vi have give til hinanden . 70 % mål være en kæmpe landvinding . klimalov målsætning være aldrig blive vedtage uden enhedslist og massivt pres fra klimaaktiviste og grøn organisation . sammen have rød blok tage langt stor skridt for at begrænse udledning , end nogen anden parlamentarisk flertal i danmark historie . desværre være alt for mange af den aftale reduktione afhængig af usikre teknologisk løsning . fakta om enhedslist klimaudspil : vi vise en konkre vej til klimamål – uden usikker teknologi det foreslå enhedslist : halvére den animalsk produktion i 2030 anullér klimarabatte til den stor udleder som Aalborg portland stop for salg af ny fossilbil i 2025 klimaneutralit i 2040 socialt retfærdig pulje på 2,6 milliard til jobrotation enhedsliste klimaudspil leve reduktione for 8,4 million ton co2 i 2030 og have en økonomisk omfang på 45 milliard krone . den samle udspil kunne læse her . "
EL,""," enhedslist med prideudspil om regnbuefamili rettighed . i dag være der mange og mange især lgbt+-personer , der finde anden måde at danne familie på end den , der hedde far , mor og barn . der være i dag mindst 1.465 såkaldt regnbuefamili i Danmark . men vores lovgivning have ikke følge med tid og gøre det langt svær både at danne og leve som lgbt+-familie , end det behøve være . vi skulle gøre det nemmere at danne familie som lgbt+-par eller tre eller fire forælder sammen . ligestillingsordføre , pernil skipper , sige : det være ikke køn eller dna , der skabe en familie . det være kærlighed . og to møder , to fædre eller tre eller fire forælder sammen elske deres barn præcis lige så højt , som en mor og far elske deres . men vores lovgivning anerkende ikke kærlighed i de , man kunne kalde regnbuefamilier , på lige fod med den i familie , der hedde far , mor og barn . i virkelighed findes der allerede mange regnbuefamili i Danmark . de være det bare ikke al sammen på papiret . det være en problem , når der i en familie med tre forælder kun være to , der have forældremyndighed . den tredje kunne ikke gå med sin barn til læge og kunne risikere at skære helt ud af barn liv i en konfliktsituation . det være hverken i forældrene eller barn interesse . samtidig skulle vi sørge for , at vi ikke afskære lgbt+-personer fra at danne familie gennem unødvendig regel . for eksempel være altruistisk surrogasi ikke ulovlig i Danmark . alligevel vanskeliggøre det blandt anden af en begrænse adgang til hjælp i den offentlig og af , at forælder ikke kunne adopter barn ved fødsel , men måtte vente to en halv år på at stedbarnsadoptere det . læse udspill her . "
EL,""," mangel på forståelse og forebyggelse i regering udspil om anbrægge barn . regering være i dag komme med deres længeventet udspil om udsat og anbrægge barn . enhedslist se god element , men også stor mangel på forebyggende indsatse og mangle forståelse for , at udsat familie og børns problem ikke kunne løse med en fingerknips og en anbringelse . og så være straf og sanktion mod etnisk familie helt malplacere i en udspil , der hævde at have fokus på barn . pernil skipper sige : regering have en meget stor fokus i deres udspil på , at mange barn skulle anbringe og tvangsbortadoptere . jeg synes , at det vise en mangle forståelse for , hvad udsat familie have behov for . den problem , udsat barn have , når de for_eksempel være blive omsorgssvigte eller deres forælder have en misbrug , forsvinde ikke med en anbringelse alene , og det gøre deres kærlighed til deres forælder heller ikke . en anbringelse kunne være nødvendig , men barn være ikke potteplante , der bare kunne plante om . der være nogen god forslag i regering udspil , men jeg være rigtig bekymre over , at hel den forebygge indsats være nærmest fuldstændig fraværende , ligesom udspill heller ikke adressere , at der allerede i dag mangle ordentlig tid til sagsbehandling . groft sige kunne du jo ikke bare proppe mange børnerettighede ind i lov , hvis socialrådgiver stadig have så lidt tid , at de ikke have en jordisk chance for , at det blive til virkelighed . der mangle fx nogen så basal som en loft over , hvor mange børnesag en socialrådgiver måtte sidde med og mange mulighed for hjælp , før en anbringelse blive nødvendig . jeg lægge mærke til , at regering have vie en helt kapitel i deres udspil til familie med anden etnisk baggrund , som handle rigtig meget om straf og konsekvens over for forælder . som om social problem være anderledes eller mere selvforskylde , hvis man have en anden etnisk baggrund end dansk . den mystisk udlændingepolitisk dagsorde , der være snige ind her , give ikke mening , og jeg blive nødt til at sige – igen – at udsat barn aldrig få det bedre af , at deres forælder miste kontanthjælp . her være det altså ikke barn først , men den symbolsk udlændingepolitik først , måtte vi forstå . "
KD,"","kd som kongemag . der være stor chance for , at kd ville få den afgørende mandat efter valg . kd være klar til og ønske at være kongemag efter valg . vi mene ikke , at moderat være modene nok til den rolle . hvor være deres økonomisk plan ? nedlæggelse af region og en centralisering af sundhedsvæsene løse ikke sundhedsvæsen problem modera være mest centrere om Lars løkke rasmusse som person , men det være alt for spinkel en grundlag for en parti , for hvornår skifte han retning igen ? Lars løkke parti , men hvornår ændre Lars løkke retning igen ? kd være en parti med en stærk organisation og med engagere medlem . vi være en parti , der være meget end en person . vi være en parti som vælger kunne regne med . vi have en tydelig kurs og en gennemarbejde politik med politisk program på en lang række område . give kd en stærk mandat til at præge den politisk udvikling i Danmark . der være brug for en værdiorienteret borgerligt midterparti , der kunne gøre op med blokk i dansk politik og sikker god løsning ind over midte til gavn for menneske , for familie , for den mest sårbar , for erhvervsliv , for klima og for den komme generation . vis kd tillid , så vi kunne gøre en forskel . "
KD,""," 10 mia. til billig bolig i København . det være helt afgørende for en velfungerende hverdag , at vi have en sted at bo . det skabe stress , mistrivsel og i slem fald sygdom , hvis vi ikke kunne betale huslej eller slet ikke have en sted at flytte hen . det være derfor en grundpille for en god liv , at der være bolig nok til alle.1 . der skulle bygge over 4000 ny studiebolig i København , så langt mange studerende kunne få en sted at bo . alt for mange ung presse i start af studietid af , at de skulle flytte ofte mellem venn sofa eller ikke have en sted at bo . det gå hårdt ud over livskvalite og betyde også , at alt for mange ung presse unødvendigt i den første vigtig studieår . når man ikke vide , hvor man skulle sove i næste uge , eller hvor man skulle bo om en måned , være det svær at fokusere på studi , omstilling til en ny og fremmed by og ikke mindst at bygge relation til anden . det resultere nemt i , at man som ung i en ny by blive ensom og stresse . nogen droppe ud af studi , som de ellers kunne have gennemføre og trivede med . nogen blive hjemløs . nogen skulle have psykologhjælp for at klare sig . al denne ville vi kunne hjælpe ved at sikre den ung studerende en billig bolig , så de have ro på huslej og en hjem at starte hverdag ud fra . 2. der skulle være billig bolig til den gammel . for mange gammel være den afgørende at kunne sælge den stor hus og flytte i en billig ældrebolig , der kunne betale på en folkepension . det skabe ro , at man kunne flytte væk fra den uoverskuelig have og den mange kvadratmeter til en hjem , der være seniorvenlig og som ligge tæt på handlemuligheder , også for den gammel , som ikke have en bil . det bidrage vi nu til . at mange gammel få drøm om en ældrebolig opfylde uden årevis på ventelist skabe også en helt nødvendig mobilitet på boligmarked . når bedsteforældr flytte ud , kunne børnefamilie flytte ind . det skabe dermed dobbelt gevinst , fordi den stor have , der for den gammel være en uoverskuelig stressfaktor , nu for børnefamilie kunne blive den oase af plads og ro , som de ikke have i den lille lejlighed . 3. 6.500 dansker have ikke en bolig . de have ikke en hjem . med aftale sikre vi en massiv indsats for hjemløs i samarbejde med civilsamfundsorganisation , som ofte kende den hjemløs godt . der sikre “ housing first ” og bolig , som kunne betale . derudover have vi lægge vægt på , at man også i kommune skulle prioritere engangsinvesteringe i den ny bolig . her kunne man , som nu tidligere hjemløs , få lige det tilskud til en sofa , en billede eller en seng , som der være brug for , for at gøre en “ bolig ” til en “ hjem ” . der være en grund til , at man være “ hjemløs ” og ikke bare “ boligløs ” . en hjem være en følelse , ikke alene en adresse . derfor være det vigtig , at vi med aftale gøre plads til Social støtte i den ny bolig og samtidig at der tage hensyn til borger egen ønske , når der skulle flytte ind . sidst men ikke mindst sætte der penge af til en enhed , der skulle hjælpe alternativ boforme på vej . det være fantastisk at mange dansker ville bo i fællesskab , kollektive og anden god idé . det skulle vi bakke op om , så meget vi kunne . p.s. fra nytår omlægg vi denne nyhedsmails fra en ugentligt til en månedlig format . så holde endelig vide , men der gå lidt tid før næste udgivelse . "
KD,""," afskaf servicelofte og sæte kommune fri . valgkamp være lidt over halvvejs og kd ’ s kandidate og jeg have være rundt i hel land . al sted være der brug for penge til velfærd , barn og menneske med handicap . al kommunalvalgskandidat sige den samme : penge være der , men vi måtte ikke bruge dem.det være hul i hoved , at christiansborg holde stædigt fast i en serviceloft i kommune , som ingen kommun ville have . det være lokalt , man vide bedst , hvordan penge skulle bruge . det være udtryk for arrogance fra stat at holde kommun økonomi i en jerngreb og helt naturligt svær for borger at forstå , hvorfor der skulle spare på deres gammel forælder på plejehjem , mens kommunekassen bugne . når vi være rundt i land , være det selvfølgelig for at profilere kd ’ s mange dygtig kandidat . vi stå til massiv fremgang og se lyst på valgkamp . men det være også for at lytte til , hvad der være brug for i kommune . jeg håbe derfor , at al anden partiers ledelse gøre den samme . lyte til jeres kandidat rundt i land . der være ingen af de , som tale for serviceloft – hvorfor gøre partitopep på christiansborg så ? i kd være vi klar til at afskaffe serviceloft og give al borger en massiv økonomisk løft i kommune . frihed kræve tillid og mod . det have vi i kd ! "
